name,lat,lon
,-33.75,113.25
,-33.75,113.5
,-33.75,113.75
,-33.75,114.0
,-33.75,114.25
,-33.75,114.5
,-33.75,114.75
,-33.75,115.0
,-33.75,115.25
,-33.75,115.5
,-33.75,115.75
,-33.75,116.0
,-33.75,116.25
,-33.75,116.5
,-33.75,116.75
,-33.75,117.0
,-33.75,117.25
,-33.75,117.5
,-33.75,117.75
,-33.75,118.0
,-33.75,118.25
,-33.75,118.5
,-33.75,118.75
,-33.75,119.0
,-33.75,119.25
,-33.75,119.5
,-33.75,119.75
,-33.75,120.0
,-33.75,120.25
,-33.75,120.5
,-33.75,120.75
,-33.75,121.0
,-33.75,121.25
,-33.75,121.5
,-33.75,121.75
,-33.75,122.0
,-33.75,122.25
,-33.75,122.5
,-33.75,122.75
,-33.75,123.0
,-33.75,123.25
,-33.75,123.5
,-33.75,123.75
,-33.75,124.0
,-34.0,113.0
,-34.0,113.25
,-34.0,113.5
,-34.0,113.75
,-34.0,114.0
,-34.0,114.25
,-34.0,114.5
,-34.0,114.75
,-34.0,115.0
,-34.0,115.25
,-34.0,115.5
,-34.0,115.75
,-34.0,116.0
,-34.0,116.25
,-34.0,116.5
,-34.0,116.75
,-34.0,117.0
,-34.0,117.25
,-34.0,117.5
,-34.0,117.75
,-34.0,118.0
,-34.0,118.25
,-34.0,118.5
,-34.0,118.75
,-34.0,119.0
,-34.0,119.25
,-34.0,119.5
,-34.0,119.75
,-34.0,120.0
,-34.0,120.25
,-34.0,120.5
,-34.0,120.75
,-34.0,121.0
,-34.0,121.25
,-34.0,121.5
,-34.0,121.75
,-34.0,122.0
,-34.0,122.25
,-34.0,122.5
,-34.0,122.75
,-34.0,123.0
,-34.0,123.25
,-34.0,123.5
,-34.0,123.75
,-34.0,124.0
,-34.25,113.0
,-34.25,113.25
,-34.25,113.5
,-34.25,113.75
,-34.25,114.0
,-34.25,114.25
,-34.25,114.5
,-34.25,114.75
,-34.25,115.0
,-34.25,115.25
,-34.25,115.5
,-34.25,115.75
,-34.25,116.0
,-34.25,116.25
,-34.25,116.5
,-34.25,116.75
,-34.25,117.0
,-34.25,117.25
,-34.25,117.5
,-34.25,117.75
,-34.25,118.0
,-34.25,118.25
,-34.25,118.5
,-34.25,118.75
,-34.25,119.0
,-34.25,119.25
,-34.25,119.5
,-34.25,119.75
,-34.25,120.0
,-34.25,120.25
,-34.25,120.5
,-34.25,120.75
,-34.25,121.0
,-34.25,121.25
,-34.25,121.5
,-34.25,121.75
,-34.25,122.0
,-34.25,122.25
,-34.25,122.5
,-34.25,122.75
,-34.25,123.0
,-34.25,123.25
,-34.25,123.5
,-34.25,123.75
,-34.25,124.0
,-34.5,113.0
,-34.5,113.25
,-34.5,113.5
,-34.5,113.75
,-34.5,114.0
,-34.5,114.25
,-34.5,114.5
,-34.5,114.75
,-34.5,115.0
,-34.5,115.25
,-34.5,115.5
,-34.5,115.75
,-34.5,116.0
,-34.5,116.25
,-34.5,116.5
,-34.5,116.75
,-34.5,117.0
,-34.5,117.25
,-34.5,117.5
,-34.5,117.75
,-34.5,118.0
,-34.5,118.25
,-34.5,118.5
,-34.5,118.75
,-34.5,119.0
,-34.5,119.25
,-34.5,119.5
,-34.5,119.75
,-34.5,120.0
,-34.5,120.25
,-34.5,120.5
,-34.5,120.75
,-34.5,121.0
,-34.5,121.25
,-34.5,121.5
,-34.5,121.75
,-34.5,122.0
,-34.5,122.25
,-34.5,122.5
,-34.5,122.75
,-34.5,123.0
,-34.5,123.25
,-34.5,123.5
,-34.5,123.75
,-34.5,124.0
,-34.75,113.0
,-34.75,113.25
,-34.75,113.5
,-34.75,113.75
,-34.75,114.0
,-34.75,114.25
,-34.75,114.5
,-34.75,114.75
,-34.75,115.0
,-34.75,115.25
,-34.75,115.5
,-34.75,115.75
,-34.75,116.0
,-34.75,116.25
,-34.75,116.5
,-34.75,116.75
,-34.75,117.0
,-34.75,117.25
,-34.75,117.5
,-34.75,117.75
,-34.75,118.0
,-34.75,118.25
,-34.75,118.5
,-34.75,118.75
,-34.75,119.0
,-34.75,119.25
,-34.75,119.5
,-34.75,119.75
,-34.75,120.0
,-34.75,120.25
,-34.75,120.5
,-34.75,120.75
,-34.75,121.0
,-34.75,121.25
,-34.75,121.5
,-34.75,121.75
,-34.75,122.0
,-34.75,122.25
,-34.75,122.5
,-34.75,122.75
,-34.75,123.0
,-34.75,123.25
,-34.75,123.5
,-34.75,123.75
,-34.75,124.0
,-35.0,113.0
,-35.0,113.25
,-35.0,113.5
,-35.0,113.75
,-35.0,114.0
,-35.0,114.25
,-35.0,114.5
,-35.0,114.75
,-35.0,115.0
,-35.0,115.25
,-35.0,115.5
,-35.0,115.75
,-35.0,116.0
,-35.0,116.25
,-35.0,116.5
,-35.0,116.75
,-35.0,117.0
,-35.0,117.25
,-35.0,117.5
,-35.0,117.75
,-35.0,118.0
,-35.0,118.25
,-35.0,118.5
,-35.0,118.75
,-35.0,119.0
,-35.0,119.25
,-35.0,119.5
,-35.0,119.75
,-35.0,120.0
,-35.0,120.25
,-35.0,120.5
,-35.0,120.75
,-35.0,121.0
,-35.0,121.25
,-35.0,121.5
,-35.0,121.75
,-35.0,122.0
,-35.0,122.25
,-35.0,122.5
,-35.0,122.75
,-35.0,123.0
,-35.0,123.25
,-35.0,123.5
,-35.0,123.75
,-35.0,124.0
,-35.25,113.0
,-35.25,113.25
,-35.25,113.5
,-35.25,113.75
,-35.25,114.0
,-35.25,114.25
,-35.25,114.5
,-35.25,114.75
,-35.25,115.0
,-35.25,115.25
,-35.25,115.5
,-35.25,115.75
,-35.25,116.0
,-35.25,116.25
,-35.25,116.5
,-35.25,116.75
,-35.25,117.0
,-35.25,117.25
,-35.25,117.5
,-35.25,117.75
,-35.25,118.0
,-35.25,118.25
,-35.25,118.5
,-35.25,118.75
,-35.25,119.0
,-35.25,119.25
,-35.25,119.5
,-35.25,119.75
,-35.25,120.0
,-35.25,120.25
,-35.25,120.5
,-35.25,120.75
,-35.25,121.0
,-35.25,121.25
,-35.25,121.5
,-35.25,121.75
,-35.25,122.0
,-35.25,122.25
,-35.25,122.5
,-35.25,122.75
,-35.25,123.0
,-35.25,123.25
,-35.25,123.5
,-35.25,123.75
,-35.25,124.0
,-35.5,113.0
,-35.5,113.25
,-35.5,113.5
,-35.5,113.75
,-35.5,114.0
,-35.5,114.25
,-35.5,114.5
,-35.5,114.75
,-35.5,115.0
,-35.5,115.25
,-35.5,115.5
,-35.5,115.75
,-35.5,116.0
,-35.5,116.25
,-35.5,116.5
,-35.5,116.75
,-35.5,117.0
,-35.5,117.25
,-35.5,117.5
,-35.5,117.75
,-35.5,118.0
,-35.5,118.25
,-35.5,118.5
,-35.5,118.75
,-35.5,119.0
,-35.5,119.25
,-35.5,119.5
,-35.5,119.75
,-35.5,120.0
,-35.5,120.25
,-35.5,120.5
,-35.5,120.75
,-35.5,121.0
,-35.5,121.25
,-35.5,121.5
,-35.5,121.75
,-35.5,122.0
,-35.5,122.25
,-35.5,122.5
,-35.5,122.75
,-35.5,123.0
,-35.5,123.25
,-35.5,123.5
,-35.5,123.75
,-35.5,124.0
,-35.75,113.0
,-35.75,113.25
,-35.75,113.5
,-35.75,113.75
,-35.75,114.0
,-35.75,114.25
,-35.75,114.5
,-35.75,114.75
,-35.75,115.0
,-35.75,115.25
,-35.75,115.5
,-35.75,115.75
,-35.75,116.0
,-35.75,116.25
,-35.75,116.5
,-35.75,116.75
,-35.75,117.0
,-35.75,117.25
,-35.75,117.5
,-35.75,117.75
,-35.75,118.0
,-35.75,118.25
,-35.75,118.5
,-35.75,118.75
,-35.75,119.0
,-35.75,119.25
,-35.75,119.5
,-35.75,119.75
,-35.75,120.0
,-35.75,120.25
,-35.75,120.5
,-35.75,120.75
,-35.75,121.0
,-35.75,121.25
,-35.75,121.5
,-35.75,121.75
,-35.75,122.0
,-35.75,122.25
,-35.75,122.5
,-35.75,122.75
,-35.75,123.0
,-35.75,123.25
,-35.75,123.5
,-35.75,123.75
,-35.75,124.0
,-36.0,113.0
,-36.0,113.25
,-36.0,113.5
,-36.0,113.75
,-36.0,114.0
,-36.0,114.25
,-36.0,114.5
,-36.0,114.75
,-36.0,115.0
,-36.0,115.25
,-36.0,115.5
,-36.0,115.75
,-36.0,116.0
,-36.0,116.25
,-36.0,116.5
,-36.0,116.75
,-36.0,117.0
,-36.0,117.25
,-36.0,117.5
,-36.0,117.75
,-36.0,118.0
,-36.0,118.25
,-36.0,118.5
,-36.0,118.75
,-36.0,119.0
,-36.0,119.25
,-36.0,119.5
,-36.0,119.75
,-36.0,120.0
,-36.0,120.25
,-36.0,120.5
,-36.0,120.75
,-36.0,121.0
,-36.0,121.25
,-36.0,121.5
,-36.0,121.75
,-36.0,122.0
,-36.0,122.25
,-36.0,122.5
,-36.0,122.75
,-36.0,123.0
,-36.0,123.25
,-36.0,123.5
,-36.0,123.75
,-36.0,124.0
